# рамки РУССКИХ строк свода после правки переписи (заполнители домов + падеж имени)
# мир	масса	рамка
compsci	5	энтропия равновозможных ※ — это ※ ※, нужное, чтобы назвать # из них: log2 их ※.
compsci	5	что такое разрешимый вопрос? разрешимый вопрос — это вопрос, на который процедура отвечает да или нет за конечное ※ ※.
compsci	5	разрешимый вопрос — это вопрос, на который процедура отвечает да или нет за конечное ※ ※.
compsci	5	что такое конечный автомат? конечный автомат — это множество ※ с переходами, и вход ведёт от ※ к состоянию по ним.
compsci	5	конечный автомат — это множество ※ с переходами, и вход ведёт от ※ к состоянию по ним.
compsci	5	что такое ※? ※ — это информация, различающая # равновозможных ※.
compsci	5	автомат чётности: вход #; ※ после — чётное.
compsci	5	автомат чётности: вход #; ※ после — нечётное.
compsci	5	автомат чётности: вход # # # # #; ※ после — нечётное.
compsci	5	автомат чётности: вход # #; ※ после — чётное.
compsci	5	автомат чётности: вход # # #; ※ после — чётное.
compsci	5	автомат чётности: вход # # # #; ※ после — чётное.
compsci	5	правило S → a S b, применённое # ※, даёт a a a a b b b b.
compsci	5	формальная грамматика с правилом S → a S b порождает строку a b.
compsci	5	правило S → a S b, применённое # ※, даёт a a a a a b b b b b.
compsci	5	формальная грамматика с правилом S → a S b порождает строку a a b b.
compsci	5	правило S → a S b, применённое # ※, даёт a a a a a a b b b b b b.
compsci	5	формальная грамматика с правилом S → a S b порождает строку a a a b b b.
compsci	5	правило S → a S b, применённое # ※, даёт a b.
compsci	5	формальная грамматика с правилом S → a S b порождает строку a a a a b b b b.
compsci	5	правило S → a S b, применённое # ※, даёт a a b b.
compsci	5	формальная грамматика с правилом S → a S b порождает строку a a a a a b b b b b.
compsci	5	правило S → a S b, применённое # ※, даёт a a a b b b.
compsci	5	формальная грамматика с правилом S → a S b порождает строку a a a a a a b b b b b b.
compsci	5	остановится ли всякая программа на всяком входе — вопрос неразрешимый: общего алгоритма нет.
conversions	35	※ — это мера.
conversions	5	в минуте # ※.
conversions	5	в футе # ※.
conversions	5	в неделе # ※.
conversions	5	в сутках # ※.
conversions	5	в километре # ※.
conversions	5	в году # ※.
conversions	5	в часе # ※.
conversions	5	сутки — это мера.
conversions	5	в долларе # ※.
cybernetics	50	за сколько ※ начав с # при цели # и шаге # достигает цели? начав с # при цели # и шаге #, ※ достигает # за # ※.
cybernetics	50	цель #, ※ #: после ※ # ※ равно #, а ошибка равна #.
cybernetics	50	начав с # при цели # и шаге #, ※ достигает # за # ※.
cybernetics	50	цель #, ※ #, ошибка #.
cybernetics	41	# регулятора с # и # состояниями вместе различают # возмущений: # × # = #.
cybernetics	41	сколько возмущений различают вместе # регулятора с # и # состояниями? # регулятора с # и # состояниями вместе различают # возмущений: # × # = #.
cybernetics	36	сколько возмущений различает регулятор с # состояниями? регулятор с # состояниями различает # возмущений.
cybernetics	36	чтобы различить # возмущений, регулятору нужно # ※.
cybernetics	36	регулятор с # состояниями различает # возмущений.
cybernetics	25	почему начав с # при цели # и шаге #, ※ достигает цели за # ※? потому что # + # × # = #: начав с # при цели # и шаге #, ※ достигает # за # ※. замкнутый контур — это контур управления, который делает ※, пока ошибка не #, и останавливается, когда ошибка равна #.
cybernetics	25	за сколько ※ начав с # при цели # и шаге # достигает цели? начав с # при цели # и шаге #, ※ достигает # за # ※: # + # × # = #. замкнутый контур — это контур управления, который делает ※, пока ошибка не #, и останавливается, когда ошибка равна #.
cybernetics	25	попадает ли контур с целью #, начав с # при шаге # точно в цель? да: # − # = #, # ÷ # = #.
